iter	Logloss
0	0.6421082527
1	0.5870724406
2	0.5348612651
3	0.5046117496
4	0.4613652017
5	0.4246640787
6	0.3964389968
7	0.368602157
8	0.3452003907
9	0.3269728523
10	0.3149935431
11	0.3004606534
12	0.2869308792
13	0.28015488
14	0.2694573098
15	0.2580275873
16	0.2477201843
17	0.2389447232
18	0.2315813683
19	0.2280044559
20	0.222246139
21	0.2193125484
22	0.2161424109
23	0.213374379
24	0.2092398206
25	0.2076557788
26	0.2053015991
27	0.2036001242
28	0.2023410619
29	0.1975047402
30	0.1960332188
31	0.195363107
32	0.1942591047
33	0.1933023494
34	0.1922303629
35	0.191280339
36	0.1906908723
37	0.1895229452
38	0.1878346759
39	0.1867052554
40	0.1857431103
41	0.1848329272
42	0.1839009978
43	0.1832505593
44	0.1825880457
45	0.1818544653
46	0.1811354517
47	0.1789934346
48	0.17850115
49	0.1777735914
50	0.1759668556
51	0.1750180015
52	0.1745234037
53	0.1737027769
54	0.1727747529
55	0.1722616701
56	0.1704710697
57	0.1698472186
58	0.1693527724
59	0.1685835618
60	0.1680731921
61	0.1673120598
62	0.1667738797
63	0.1658789326
64	0.1649108811
65	0.1642603067
66	0.163868366
67	0.163320344
68	0.1625251868
69	0.1620773099
70	0.1612569015
71	0.1607188786
72	0.1598381777
73	0.1591579137
74	0.1586937282
75	0.158212038
76	0.1577231517
77	0.1571732891
78	0.1567848515
79	0.1563290648
80	0.1558788577
81	0.1553650228
82	0.1548577752
83	0.1528882915
84	0.1527455489
85	0.1522424721
86	0.1515527289
87	0.1509597817
88	0.1507883692
89	0.1502905367
90	0.1501546986
91	0.1498233444
92	0.1495412928
93	0.1492119591
94	0.1484197487
95	0.1478970545
96	0.1474356322
97	0.1471808462
98	0.1466534479
99	0.1462453353
100	0.1457301197
101	0.145467965
102	0.1450214872
103	0.144722952
104	0.1440455621
105	0.1436739823
106	0.1432061689
107	0.1427414398
108	0.1423651749
109	0.1420191654
110	0.1417298197
111	0.141502509
112	0.1411182298
113	0.140801967
114	0.1405276998
115	0.1399479722
116	0.1392417885
117	0.1388569566
118	0.1384926519
119	0.1379654462
120	0.1373448773
121	0.13673356
122	0.1364487273
123	0.1358708084
124	0.1355517517
125	0.1351238889
126	0.1346994552
127	0.1342051217
128	0.1340387712
129	0.1336543418
130	0.1331566076
131	0.1325606302
132	0.1317819645
133	0.1310759175
134	0.1307525834
135	0.1303761158
136	0.129909939
137	0.129374894
138	0.1290053975
139	0.128603789
140	0.1281843768
141	0.1278416682
142	0.127621048
143	0.1274551094
144	0.1270831424
145	0.126863581
146	0.1261876015
147	0.1257240488
148	0.1252254749
149	0.124642841
150	0.1241949801
151	0.1239412568
152	0.1235810952
153	0.1232077794
154	0.1227679275
155	0.1224714058
156	0.1221029833
157	0.1218743457
158	0.1212545323
159	0.12093376
160	0.1206108294
161	0.120363805
162	0.120102476
163	0.1199221319
164	0.1197800292
165	0.119149187
166	0.1189528018
167	0.1184224206
168	0.1179772251
169	0.1177635124
170	0.1174697492
171	0.1172791494
172	0.1167598657
173	0.1163764177
174	0.1157011458
175	0.1154673509
176	0.1153041385
177	0.1149289382
178	0.1143852642
179	0.1138212312
180	0.1133190643
181	0.1129593532
182	0.1123747337
183	0.1122305868
184	0.1118513491
185	0.1112461629
186	0.1107312138
187	0.1105655489
188	0.1096925277
189	0.1094997978
190	0.1089097312
191	0.1087816323
192	0.1081304095
193	0.1077854455
194	0.1074813546
195	0.1070825629
196	0.1066957239
197	0.1065885965
198	0.1061863437
199	0.1059307355
200	0.1057437346
201	0.1053251311
202	0.1048377289
203	0.1044088537
204	0.1033022186
205	0.1029380288
206	0.1027756265
207	0.1023449663
208	0.1020563109
209	0.1017247987
210	0.1015007721
211	0.1010692913
212	0.1009748492
213	0.1004229101
214	0.1000098942
215	0.09961573943
216	0.09932450986
217	0.09897473521
218	0.09881375092
219	0.09838240285
220	0.09810726423
221	0.09764171858
222	0.0975293307
223	0.09721407896
224	0.09692914725
225	0.09657827604
226	0.09636227048
227	0.09598905315
228	0.09588722999
229	0.0957947991
230	0.09557379673
231	0.09528554948
232	0.09481613927
233	0.09446882282
234	0.09398332021
235	0.09378200147
236	0.09364028263
237	0.09329116416
238	0.09287960911
239	0.09280477427
240	0.09264300782
241	0.09172552139
242	0.09161413812
243	0.09143297784
244	0.09126637367
245	0.0910085278
246	0.09076567176
247	0.0904893127
248	0.09035587221
249	0.09020848577
250	0.08991193618
251	0.08937882525
252	0.08916761467
253	0.08892192749
254	0.08867192989
255	0.08834750507
256	0.0880066816
257	0.08780889222
258	0.08757805395
259	0.08726084785
260	0.08701412788
261	0.08667596697
262	0.08636790893
263	0.08605111991
264	0.08579259986
265	0.08505959556
266	0.08482675505
267	0.08468340359
268	0.0844400897
269	0.08423704252
270	0.08392607114
271	0.08348300158
272	0.08312687829
273	0.08279145195
274	0.08254015238
275	0.08231561578
276	0.08182490811
277	0.08165529647
278	0.08133272619
279	0.08101354611
280	0.08094179914
281	0.08011529508
282	0.07982789608
283	0.07971074587
284	0.07962310632
285	0.07927080357
286	0.07890613569
287	0.07871164399
288	0.07837942385
289	0.07821183223
290	0.07805466826
291	0.07782476687
292	0.07745827135
293	0.07718853199
294	0.07689655381
295	0.07653649199
296	0.07621444284
297	0.07594512828
298	0.07582728857
299	0.07545308088
